0.94529	43	1523	1535	32.926	32.753
0.94929	39.5	1516	1521	27.011	25.781
0.94125	45.5	1505	1502	15.544	17.941
0.96712	25.5	1518	1533	32.026	25.642
0.95232	37	1516	1514	26.751	28.93
0.94455	43.5	1524	1527	34.009	36.56
0.96116	29.5	1491	1488	18.76	15.437
0.9466	42	1527	1535	27.768	31.556
0.95516	35	1525	1527	30.311	27.69
0.95416	35.5	1514	1513	26.112	27.398
0.95712	33	1507	1505	23.445	22.263
0.96831	24.5	1522	1521	30.025	31.444
0.96214	29	1500	1506	18.744	21.512
0.93439	51.5	1511	1526	22.571	25.372
0.95995	31	1518	1516	26.475	19.829
0.95103	38	1518	1510	24.367	21.806
0.9477	41	1530	1524	29.921	32.111
0.93802	48.5	1519	1514	24.396	18.732
0.94925	39	1500	1496	16.735	16.103
0.9526	36.5	1508	1499	20.684	21.867
0.97739	17.5	1531	1530	27.223	31.164
0.95478	35	1513	1513	21.879	22.875
0.95413	35.5	1509	1516	23.157	23.004
0.94699	41	1506	1506	18.103	19.751
0.96284	28.5	1500	1511	25.049	21.049
0.95208	37.5	1529	1526	24.065	27.709
0.96026	31	1534	1524	29.452	29.955
0.9522	37	1504	1518	26.102	22.548
0.9553	35	1524	1538	30.283	29.663
0.94693	41	1505	1503	22.167	27.325
